,basket
5476,"other vegetables,whole milk,yogurt,ice cream,brown bread,pastry,soda,newspapers"
5519,"frankfurter,whole milk,yogurt,frozen vegetables,coffee,bottled water,bottled beer"
5434,"beef,citrus fruit,root vegetables,whole milk,bottled water,newspapers"
213,"whole milk,beverages,UHT-milk,soda"
6661,"pastry,ketchup,chocolate,napkins"
9685,"pastry,house keeping products"
8362,rolls/buns
7007,"yogurt,margarine,bottled water,chewing gum"
6061,"whole milk,soda"
5555,beef
2366,"ham,rolls/buns"
7929,"whole milk,hard cheese,brown bread,bottled beer,hygiene articles,newspapers,shopping bags"
7701,"other vegetables,whole milk,soda"
9757,"whole milk,beverages,pastry,newspapers"
1019,"whole milk,rice"
1537,"chicken,whole milk,rolls/buns,flour,salt,vinegar,sugar"
6380,"domestic eggs,soda,hygiene articles"
5935,"soda,soap"
2167,"rolls/buns,misc. beverages"
2080,"whole milk,yogurt,spread cheese,semi-finished bread,baking powder,soda,cake bar,chocolate,specialty bar"
8081,"soft cheese,frozen meals,domestic eggs,rolls/buns,cat food"
41,"tropical fruit,root vegetables,whole milk,yogurt,domestic eggs,brown bread,pastry,sugar,cereals,coffee,soda,waffles,candy"
999,"pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow"
3909,"frozen vegetables,margarine,pickled vegetables"
8881,ice cream
7468,"pork,other vegetables,Instant food products,detergent"
3865,"pork,citrus fruit,tropical fruit,spread cheese,bottled water"
7654,"pork,canned beer"
3136,liquor
7248,"beef,root vegetables,yogurt,whipped/sour cream,frozen vegetables,soups"
120,"frankfurter,sausage,long life bakery product,waffles"
5024,"sausage,hamburger meat,pip fruit,root vegetables,whole milk,chocolate"
3597,"sausage,white wine,shopping bags"
2122,coffee
3707,"pip fruit,onions,other vegetables,rolls/buns,Instant food products,tea,bottled water,salty snack"
7057,"citrus fruit,rolls/buns,chewing gum,shopping bags"
9350,"yogurt,soda"
1213,"citrus fruit,cake bar,baby cosmetics,shopping bags"
1704,"whole milk,curd,mayonnaise,pastry,flour,canned fish,waffles"
1702,"frankfurter,hamburger meat"
4330,chewing gum
7645,"root vegetables,other vegetables,canned fish,shopping bags"
3069,"root vegetables,whole milk,semi-finished bread,cat food,fruit/vegetable juice,canned beer,liquor (appetizer),waffles,hygiene articles,newspapers,shopping bags"
3212,shopping bags
774,"tropical fruit,whole milk,rolls/buns"
5344,newspapers
3359,"tropical fruit,UHT-milk,pastry,chocolate,napkins,shopping bags"
7575,"beef,whole milk,sliced cheese"
45,coffee
7250,"sausage,yogurt"
1696,"nuts/prunes,rolls/buns,soda"
5883,chewing gum
8226,"pip fruit,processed cheese,bottled water"
7236,grapes
9447,"whole milk,cream cheese ,newspapers"
2065,"pip fruit,margarine"
1058,"whole milk,rolls/buns,roll products ,zwieback,bottled beer"
9047,"curd,bottled water,soda"
3452,yogurt
9289,"citrus fruit,pip fruit,ice cream,bottled water"
150,"other vegetables,whole milk,meat spreads,cake bar,chocolate,shopping bags"
8387,"pork,other vegetables,whole milk,brown bread,pastry,soda,misc. beverages"
6542,"beef,citrus fruit,pip fruit"
4411,"turkey,root vegetables,other vegetables,whole milk,rolls/buns,bottled water,detergent,dishes"
8184,"meat,whole milk,domestic eggs,pastry"
6323,"sausage,pork,tropical fruit,other vegetables,yogurt,frozen vegetables,rolls/buns,bottled water"
2696,liquor
3924,soda
8612,"sausage,rolls/buns,bottled beer"
5979,"liver loaf,pork,citrus fruit,other vegetables,yogurt,misc. beverages"
2432,"frankfurter,meat,hamburger meat,citrus fruit,whole milk,cream cheese ,domestic eggs,pastry,dishes"
7331,"herbs,whipped/sour cream,semi-finished bread,chewing gum,newspapers"
9378,"frankfurter,sausage,whole milk,rolls/buns,oil,cocoa drinks,kitchen towels"
6714,"red/blush wine,specialty bar"
3323,"citrus fruit,tropical fruit,pip fruit,yogurt,pastry,margarine,cat food,pet care,bottled water,chocolate,specialty bar,dental care,napkins"
2978,bottled beer
7996,"sausage,pork,tropical fruit,root vegetables,other vegetables,whole milk,curd,rolls/buns,soda"
2722,"whole milk,frozen vegetables"
3898,"root vegetables,onions,whole milk,bottled water"
893,"chicken,pork,whole milk,frozen vegetables,brown bread,vinegar,bottled beer,red/blush wine,newspapers"
2760,"rolls/buns,pastry,pasta,soda,fruit/vegetable juice,specialty chocolate"
8686,"chicken,root vegetables,other vegetables,coffee,chewing gum,hygiene articles,napkins,cling film/bags,kitchen towels,light bulbs"
6872,"bottled beer,nut snack"
1301,"beef,berries,other vegetables,white bread,shopping bags"
5838,"waffles,newspapers"
3369,UHT-milk
920,"sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins"
866,"bottled water,soda,chewing gum,napkins"
5236,"sausage,other vegetables,dessert"
2387,"hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds)"
9630,"specialty bar,hygiene articles"
4272,"bottled water,canned beer,white wine"
7001,"bottled water,soda,chocolate,shopping bags"
9496,brown bread
1374,"sausage,meat,grapes,other vegetables,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,soda,chocolate"
2286,"bottled water,soda,bottled beer,dental care"
466,"other vegetables,whole milk,cream cheese "
1465,"yogurt,beverages,rolls/buns,fruit/vegetable juice,pot plants"
5939,"chicken,root vegetables,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,soda"
2239,"pork,hamburger meat,herbs,yogurt,hard cheese,brown bread,sweet spreads,soda"
7318,"meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers"
8338,"soda,chocolate,candy"
273,"tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles"
2661,"frankfurter,pork,root vegetables,whole milk,yogurt,frozen fish,soda"
5778,"chicken,flower (seeds)"
5459,whole milk
5985,"beverages,brown bread,pastry,soda,newspapers,shopping bags"
6852,hard cheese
3448,"whole milk,cream cheese ,brown bread,misc. beverages,shopping bags"
3604,bottled beer
5464,"chicken,hamburger meat,herbs,dessert,beverages,oil,soda,dish cleaner"
5453,"beef,rolls/buns"
7311,"sausage,yogurt,margarine,salty snack"
5346,chicken
7596,"meat,root vegetables,whole milk,curd,pastry,brandy"
7502,"pork,whipped/sour cream,rolls/buns,oil,soda,long life bakery product,chocolate,candy"
4454,"sausage,tropical fruit,whole milk,dessert,butter milk,yogurt,soft cheese,sliced cheese,ice cream,white bread,coffee,soda,salty snack,long life bakery product,chewing gum,chocolate,napkins,newspapers,shopping bags"
54,"whole milk,yogurt,processed cheese,pickled vegetables,soda"
1515,newspapers
3444,"bottled beer,chocolate"
3993,"chicken,other vegetables,whole milk,curd,domestic eggs,rolls/buns,softener"
4882,"semi-finished bread,bottled beer,liquor"
325,"berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent"
188,"frankfurter,tropical fruit,whole milk,spread cheese,margarine,shopping bags"
1211,"chicken,pork,pip fruit,other vegetables,whole milk,tidbits,frozen fish,rolls/buns,margarine,baking powder,soda,bottled beer,white wine,waffles,chocolate,candy"
3540,"sausage,whole milk,pastry,salty snack,kitchen towels"
9595,"sausage,meat,whole milk,cream cheese ,soda,cake bar,seasonal products"
6630,"sausage,soda,shopping bags"
8371,yogurt
7439,"canned beer,salty snack"
956,"curd,whipped/sour cream,domestic eggs,flour,misc. beverages,newspapers"
7613,"chicken,grapes"
2215,"sausage,hamburger meat,whole milk,pastry,shopping bags"
8006,"chewing gum,seasonal products"
8797,"tropical fruit,shopping bags"
8414,"beef,other vegetables,waffles,pot plants"
6675,"chocolate,pot plants,shopping bags"
4178,"pork,whipped/sour cream,hard cheese,cream cheese ,spread cheese,mayonnaise,white bread,bottled water,soda,fruit/vegetable juice"
892,"other vegetables,whole milk,frozen meals,rolls/buns,brown bread,napkins"
7563,"sausage,sliced cheese,rolls/buns,fruit/vegetable juice"
6087,"bottled water,white wine"
2573,"frankfurter,pip fruit,root vegetables,other vegetables,whole milk,soft cheese,cream cheese ,frozen vegetables,salt,specialty fat,sugar,jam,canned fish,coffee,fruit/vegetable juice,long life bakery product,waffles,chocolate,shopping bags"
3481,soda
4346,"frankfurter,sausage,pork,onions,herbs,whole milk,sliced cheese,curd cheese,domestic eggs,rolls/buns,bottled beer,candy"
2950,"other vegetables,whole milk,bottled water,soda,fruit/vegetable juice,salty snack,dental care,newspapers"
2794,"canned beer,male cosmetics"
1165,"pork,other vegetables"
3694,"beef,citrus fruit,tropical fruit,root vegetables,ice cream,roll products ,soda,canned beer,red/blush wine"
7370,bottled beer
1134,"finished products,other vegetables,soda,fruit/vegetable juice"
6937,"citrus fruit,tropical fruit,whole milk,butter milk,rice,oil,canned fruit,bottled water,white wine,popcorn,hygiene articles,shopping bags"
2077,"fish,brown bread,pet care,napkins"
6599,rolls/buns
9558,"chicken,frozen meals,margarine,soda"
5795,"pip fruit,other vegetables,butter milk,specialty cheese,frozen vegetables,white bread,sugar,coffee"
2852,"tropical fruit,domestic eggs,newspapers"
6907,soda
7186,citrus fruit
7405,canned beer
4000,"sausage,turkey,citrus fruit,other vegetables,whole milk,butter,curd,whipped/sour cream,tidbits,ice cream,rolls/buns,pastry,soda,newspapers"
4282,"bottled water,soda"
8609,"pip fruit,other vegetables,whole milk,domestic eggs,pastry,pasta,soups,dish cleaner"
7376,"tropical fruit,pip fruit,root vegetables,butter,curd,chewing gum,chocolate"
9054,"other vegetables,whole milk,yogurt,whipped/sour cream,baking powder,misc. beverages,sparkling wine,dish cleaner"
6971,soda
9465,"frankfurter,mayonnaise,semi-finished bread,canned beer,sparkling wine,chewing gum,shopping bags"
6053,"ham,yogurt,cling film/bags"
5701,"frankfurter,sausage,chicken,citrus fruit,root vegetables,other vegetables,frozen vegetables,rice,newspapers"
8758,"sausage,pip fruit,other vegetables,yogurt,hard cheese,domestic eggs,rolls/buns,bottled water,newspapers"
5960,"rolls/buns,specialty bar"
8824,"pip fruit,whole milk,dessert,margarine,chocolate marshmallow"
2191,"chicken,hamburger meat,other vegetables"
9715,"ice cream,pastry,soda,salty snack"
2257,"curd,canned beer,waffles,candy"
4815,"whole milk,curd,dessert,misc. beverages,chocolate marshmallow,cling film/bags,house keeping products,newspapers"
372,"berries,coffee"
1050,"grapes,yogurt,UHT-milk,soft cheese,rolls/buns,fruit/vegetable juice,candy,dental care,newspapers,shopping bags"
6363,"margarine,flower (seeds)"
1674,"butter milk,coffee"
5941,"chicken,root vegetables"
5340,"softener,newspapers"
2934,soft cheese
7764,"frankfurter,other vegetables"
1095,"frankfurter,herbs,yogurt,UHT-milk,mayonnaise,frozen vegetables,margarine,bottled water,soda,salty snack,seasonal products,detergent,pot plants"
4475,"chicken,pork,other vegetables,whole milk,bottled water"
7234,"sausage,domestic eggs,rolls/buns,canned fish,coffee,canned beer,white wine,male cosmetics,napkins,shopping bags"
753,other vegetables
9336,shopping bags
3659,rolls/buns
1471,"citrus fruit,whole milk,butter milk,whipped/sour cream"
6749,"sausage,soda,white wine,chewing gum,shopping bags"
6192,packaged fruit/vegetables
2828,sugar
5605,shopping bags
8802,"canned beer,shopping bags"
7239,"berries,yogurt,cat food,chocolate"
2987,"citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack,long life bakery product,napkins,shopping bags"
5252,ice cream
8687,"whole milk,UHT-milk,chocolate,newspapers,shopping bags"
3436,"pip fruit,whole milk,butter,cream cheese ,domestic eggs,shopping bags"
3165,"meat,newspapers"
5684,"other vegetables,whole milk,curd,yogurt,cream cheese ,pastry,salty snack"
618,"pastry,canned beer"
8773,"citrus fruit,tropical fruit,whole milk,curd,dessert,mayonnaise,domestic eggs,margarine,sugar,pot plants"
9762,"chicken,citrus fruit,softener"
1651,whole milk
4887,"whole milk,white bread,pet care,bottled water,softener"
982,"frankfurter,onions,butter,processed cheese,rolls/buns,coffee,bottled beer"
4979,"frankfurter,sausage,meat,tropical fruit,brown bread,bottled water,nut snack"
3674,"liver loaf,brown bread,bottled water,canned beer"
5171,"other vegetables,brown bread,pastry,bottled water,canned beer"
3288,"whole milk,pastry,flour,salt,vinegar"
5208,"whole milk,brown bread"
1834,"whipped/sour cream,rice,popcorn"
1237,"sausage,mayonnaise,rolls/buns,canned beer,shopping bags"
4689,root vegetables
8985,"ham,pork,shopping bags"
693,"beef,berries,onions,rolls/buns"
7115,"sausage,other vegetables,whole milk,UHT-milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,shopping bags"
4724,"liver loaf,chicken,other vegetables,frozen vegetables,margarine,detergent,softener"
6455,"fruit/vegetable juice,chocolate"
7534,"pip fruit,butter,yogurt"
8903,"yogurt,pickled vegetables,soda,fruit/vegetable juice,bottled beer,salty snack"
495,"bottled beer,nut snack"
7306,"beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product"
6438,"fish,other vegetables,white bread,soda"
3785,"pip fruit,root vegetables,UHT-milk,frozen dessert,domestic eggs,margarine,pickled vegetables"
2245,"whole milk,curd,butter milk,beverages,tidbits,long life bakery product,waffles,dental care"
5416,canned beer
5645,"frankfurter,pip fruit,root vegetables,other vegetables,curd,butter milk,spread cheese,soups,house keeping products"
1940,"chicken,other vegetables,whole milk"
2068,"chicken,canned beer,shopping bags"
5354,newspapers
699,"yogurt,hygiene articles,newspapers,shopping bags"
4633,coffee
2686,"yogurt,cream cheese ,rolls/buns,chocolate"
9160,"beef,citrus fruit,cream cheese ,vinegar,margarine"
1358,"whole milk,white bread,pastry"
1344,"sausage,hard cheese,rolls/buns,canned vegetables,dog food"
9216,"sausage,other vegetables,rolls/buns,oil,bottled beer,red/blush wine"
5414,canned beer
2274,"dish cleaner,napkins"
9044,"chicken,pork,beef,hamburger meat,citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,pastry,napkins"
5702,"pastry,soda"
9106,"sauces,red/blush wine,waffles,newspapers"
2574,"sausage,soda,liquor (appetizer),shopping bags"
8274,soda
3202,"pork,whipped/sour cream,ice cream,rolls/buns,bottled water,chocolate,dish cleaner"
497,"citrus fruit,other vegetables,soda"
2683,"citrus fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,butter,processed cheese,frozen vegetables,bottled water,red/blush wine,long life bakery product,chocolate,rubbing alcohol,hygiene articles,napkins"
2938,"meat,turkey,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,frozen meals,frozen dessert,domestic eggs,white bread,salt,rice,oil,margarine,mustard,baking powder,dog food,bottled water,fruit/vegetable juice,rum,long life bakery product,chocolate,cooking chocolate"
1115,red/blush wine
7851,bottled beer
9688,"pip fruit,other vegetables,coffee"
3112,"citrus fruit,pip fruit,root vegetables,other vegetables,butter,UHT-milk,frozen vegetables,pastry,margarine,sugar,soups,soda,bottled beer,long life bakery product,softener"
3559,"root vegetables,herbs,other vegetables,whole milk,rolls/buns,roll products ,soda,shopping bags"
4230,"sausage,finished products,hamburger meat,citrus fruit,tropical fruit,pip fruit,other vegetables,butter,UHT-milk,specialty cheese,pastry,roll products ,pasta,organic products,baking powder,canned vegetables,cat food,chewing gum,chocolate,pot plants,flower (seeds)"
9369,"beverages,chocolate"
7266,"tropical fruit,whole milk,bottled water,soda"
689,"yogurt,salt,jam,sparkling wine,cleaner"
3628,"rolls/buns,prosecco,salty snack"
5497,canned beer
7597,"frankfurter,pork,other vegetables,brown bread,pickled vegetables,coffee,newspapers"
3208,"citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,curd cheese,frozen vegetables,soups,cat food,chewing gum"
1299,frozen fish
8664,"whole milk,rolls/buns,canned beer"
1378,"canned fruit,meat spreads,bottled water"
8974,"cream cheese ,chocolate marshmallow"
6180,"soda,misc. beverages,candy"
4186,coffee
5268,"pip fruit,root vegetables,whole milk,butter,curd,yogurt,UHT-milk,specialty cheese,white bread,margarine,cereals,pickled vegetables,coffee,cake bar"
9297,"sausage,domestic eggs,zwieback,fruit/vegetable juice,newspapers"
1280,"liver loaf,root vegetables,pet care,waffles,chocolate"
8069,"curd,dessert,rolls/buns,seasonal products,dishes"
4274,"whole milk,dessert,brown bread,specialty bar"
2409,"onions,whole milk,butter,frozen fish"
110,"frankfurter,sausage,root vegetables,other vegetables,rolls/buns,oil,pickled vegetables,bottled beer,chewing gum,dishes"
